c/n,f/f,operator,type,St,year
954.0,2008-09-02,China Southern AL,330,,2008
956.0,2008-09-10,Jet AW slsd,330,,2008
957.0,2008-09-09,Air China,330,C,2008
958.0,2008-10-01,China Southern AL,330,,2008
959.0,2008-10-03,Cathay Pacific AW lsd,330,,2008
961.0,2008-10-01,TAM,330,,2008
962.0,2008-10-20,Air Comet,330,,2008
963.0,2008-10-30,Aeroflot lsd,330,,2008
964.0,2008-10-02,China Southern AL,330,,2008
965.0,2008-11-05,Air Caraibes lsd,330,,2008
966.0,2008-10-29,Mexicana lsd,330,,2008
967.0,2008-10-17,Avianca slsd,330,,2008
968.0,2008-10-23,TAM,330,,2008
969.0,2008-10-24,MTAD,330,,2008
970.0,2008-11-05,Air Comet lsd,330,,2008
971.0,2008-11-12,Mexicana lsd,330,,2008
973.0,2008-12-01,Aeroflot lsd,330,,2008
974.0,2008-12-03,AirAsia X,330,,2008
975.0,2008-11-21,Etihad AW lsd,330,,2008
976.0,2008-11-14,Qantas lsd,330,C,2008
977.0,2008-12-04,TAM,330,,2008
978.0,2008-12-16,Singapore AL lsd,330,,2008
979.0,2008-12-10,Air Comet lsd,330,,2008
980.0,2009-01-27,MTAD,330,,2009
982.0,2009-01-05,Hainan AL lsd,330,C,2009
983.0,2009-01-23,Singapore AL lsd,330,,2009
984.0,2009-01-13,MEA - Middle East AL,330,C,2009
985.0,2008-12-15,Aer Lingus,330,C,2008
986.0,2009-02-05,Singapore AL lsd,330,,2009
988.0,2009-02-02,Garuda Indonesian AW lsd,330,,2009
989.0,2009-01-14,Lufthansa,330,C,2009
990.0,2009-03-02,Thai AW Int,330,C,2009
991.0,2009-01-28,Etihad AW lsd,330,,2009
992.0,2009-03-17,Gulf Air,330,,2009
994.0,2009-02-17,Finnair lsd,330,C,2009
995.0,2009-02-16,MEA - Middle East AL,330,C,2009
996.0,2009-03-10,MTAD,330,,2009
997.0,2009-03-05,Singapore AL,330,,2009
998.0,2008-02-19,MEA - Middle East AL,330,C,2008
999.0,2009-06-18,Afriqiyah AW,330,W/O,2009
1000.0,2009-03-23,Swiss Int'l AL,330,C,2009
1001.0,2009-03-05,Asiana AL lsd,330,C,2009
1002.0,2009-05-06,HSH Nordbank,330,,2009
1003.0,2009-04-07,Thai AW Int,330,C,2009
1006.0,2009-03-25,Singapore AL lsd,330,,2009
1007.0,2009-04-10,Finnair lsd,330,C,2009
1008.0,2009-03-24,Hi Fly lsd,330,,2009
1009.0,2009-04-07,Avianca lsd,330,C,2009
1010.0,2009-04-01,Singapore AL,330,,2009
1011.0,2009-04-10,US AW,330,,2009
1012.0,2009-04-22,Singapore AL lsd,330,,2009
1013.0,2009-03-30,Finnair lsd,330,STD,2009
1014.0,2009-05-19,Aeroflot lsd,330,,2009
1015.0,2009-04-30,Singapore AL lsd,330,,2009
1016.0,2009-05-06,Avianca lsd,330,,2009
1018.0,2009-05-19,Swiss Int'l AL,330,C,2009
1019.0,2009-03-23,HSH Nordbank,330,,2009
1020.0,2009-06-12,Garuda Indonesian AW lsd,330,,2009
1021.0,2009-06-02,Air Caraibes lsd,330,,2009
1022.0,2009-06-04,US AW,330,,2009
1023.0,2009-04-27,Finnair,330,C,2009
1024.0,2009-08-12,Afriqiyah AW,330,W/O,2009
1025.0,2009-05-12,Aer Lingus,330,,2009
1026.0,2009-06-18,Swiss Int'l AL,330,C,2009
1028.0,2009-06-26,Garuda Indonesian AW lsd,330,,2009
1029.0,2009-06-25,Swiss Int'l AL,330,C,2009
1031.0,2009-11-24,Hong Kong AL,330,C,2009
1033.0,2009-06-04,MTAD,330,,2009
1034.0,2010-07-15,Hainan AL lsd,330,,2010
1035.0,2009-07-06,Thai AW Int,330,C,2009
1037.0,2009-07-30,Thai AW Int,330,C,2009
1038.0,2009-08-13,Oman Air lsd,330,C,2009
1039.0,2009-11-06,Hong Kong AL,330,C,2009
1041.0,2009-08-20,US AW lsd,330,,2009
1042.0,2009-10-27,Hong Kong AL,330,C,2009
1043.0,2009-09-07,Afriqiyah AW,330,STD,2009
1044.0,2009-09-10,Oman Air,330,C,2009
1045.0,2009-08-03,Aeroflot lsd,330,,2009
1046.0,2009-08-18,MTAD,330,,2009
1047.0,2009-08-12,Aeroflot lsd,330,,2009
1048.0,2009-09-14,AirAsia X,330,C,2009
1049.0,2009-10-02,Oman Air lsd,330,C,2009
1052.0,2009-10-12,Garuda Indonesian AW lsd,330,,2009
1053.0,2009-09-10,Comlux Aviation,330,,2009
1054.0,2010-10-13,Hong Kong AL,330,C,2010
1055.0,2009-09-10,Asiana AL lsd,330,C,2009
1057.0,2009-09-24,Air Mauritius,330,,2009
1058.0,2009-10-08,Aeroflot lsd,330,,2009
1059.0,2010-10-11,Hong Kong AL lsd,330,C,2010
1060.0,2009-10-19,Thai AW Int,330,C,2009
1061.0,2009-11-03,Qantas lsd,330,C,2009
1063.0,2009-10-23,Oman Air,330,C,2009
1065.0,2009-11-06,Aeroflot lsd,330,,2009
1066.0,2009-10-21,AirAsia X,330,C,2009
1067.0,2009-10-26,Finnair lsd,330,C,2009
1069.0,2009-11-06,US AW lsd,330,,2009
1071.0,2009-12-02,Etihad AW,330,STD,2009
1072.0,2009-11-19,Aeroflot lsd,330,,2009
1073.0,2009-11-18,Avianca slsd,330,STD,2009
1074.0,2009-11-06,Thai AW Int,330,C,2009
1075.0,2009-11-10,AirAsia X,330,C,2009
1076.0,2009-11-18,US AW lsd,330,,2009
1077.0,2009-12-08,Aeroflot lsd,330,,2009
1078.0,2009-11-23,Finnair,330,STD,2009
1080.0,2009-12-10,MTAD,330,,2009
1081.0,2009-12-10,Etihad AL,330,STD,2009
1082.0,2010-01-12,Sichuan AL lsd,330,,2010
1084.0,2009-12-21,Swiss Int'l AL,330,C,2009
1085.0,2009-12-17,Singapore AL lsd,330,,2009
1086.0,2010-01-18,Thai AW Int,330,C,2010
1087.0,2010-02-03,Air China,330,C,2010
1088.0,2010-02-17,Finnair,330,C,2010
1089.0,2010-02-03,Swiss Int'l AL,330,C,2010
1090.0,2010-02-09,Thai AW Int,330,C,2010
1093.0,2010-02-24,Oman Air,330,C,2010
1094.0,2010-02-01,Qantas lsd,330,C,2010
1095.0,2010-02-09,US AW,330,,2010
1096.0,2010-02-25,China Southern AL,330,C,2010
1097.0,2010-02-19,Iberworld lsd,330,,2010
1098.0,2010-02-19,Singapore AL lsd,330,,2010
1099.0,2010-02-11,Singapore AL lsd,330,,2010
1100.0,2010-03-01,US AW,330,,2010
1101.0,2010-02-24,Swiss Int'l AL,330,C,2010
1103.0,2009-03-09,Aeroflot lsd,330,,2009
1104.0,2010-03-26,Hawaiian AL lsd,330,C,2010
1105.0,2010-03-11,Singapore AL lsd,330,,2010
1106.0,2010-03-11,Aer Lingus,330,,2010
1107.0,2010-03-30,Singapore AL lsd,330,,2010
1108.0,2010-04-01,Saudi Arabian AL,330,C,2010
1110.0,2010-04-07,Air China,330,C,2010
1112.0,2010-03-25,TAM,330,,2010
1114.0,2010-04-27,Hawaiian AL,330,C,2010
1116.0,2010-04-21,China Southern AL,330,C,2010
1118.0,2010-04-13,TAM lsd,330,,2010
1120.0,2010-05-21,Oman Air,330,C,2010
1123.0,2010-05-06,Alitalia lsd,330,,2010
1124.0,2010-05-06,Singapore AL lsd,330,,2010
1126.0,2010-05-07,AirAsia X,330,C,2010
1127.0,2010-05-11,Saudi Arabian AL,330,C,2010
1129.0,2010-06-02,China Southern AL,330,C,2010
1130.0,2010-06-02,Air China,330,C,2010
1131.0,2010-05-27,AirAsia X,330,C,2010
1132.0,2010-06-07,Singapore AL lsd,330,,2010
1133.0,2010-06-30,Korean Air,330,C,2010
1135.0,2010-07-01,Alitalia lsd,330,,2010
1137.0,2010-06-23,Saudi Arabian AL,330,C,2010
1138.0,2010-07-01,Sichuan AL lsd,330,C,2010
1141.0,2010-07-08,Saudi Arabian AL,330,C,2010
1143.0,2010-07-27,Egyptair,330,C,2010
1145.0,2010-07-27,Swiss Int'l AL,330,C,2010
1146.0,2010-08-20,Singapore AL lsd,330,,2010
1147.0,2010-08-26,Saudi Arabian AL,330,C,2010
1149.0,2010-08-24,Singapore AL lsd,330,,2010
1150.0,2010-09-02,THY Turkish AL,330,C,2010
1151.0,2010-08-31,Asiana AL lsd,330,C,2010
1153.0,2010-10-07,Saudi Arabian AL,330,C,2010
1155.0,2010-09-09,Korean Air,330,C,2010
1156.0,2010-09-16,Singapore AL lsd,330,,2010
1157.0,2010-09-20,Singapore AL lsd,330,,2010
1159.0,2010-09-29,Hainan AL lsd,330,C,2010
1160.0,2010-09-27,THY Turkish AL,330,C,2010
1161.0,2010-09-17,KLM,330,,2010
1163.0,2010-09-24,Cathay Pacific AW,330,C,2010
1165.0,2010-09-28,AirAsia X,330,,2010
1167.0,2010-10-29,Etihad AW,330,STD,2010
1168.0,2010-10-26,Hainan AL lsd,330,C,2010
1169.0,2010-10-11,Qantas lsd,330,C,2010
1170.0,2010-11-08,THY Turkish AL,330,C,2010
1171.0,2010-10-25,Hawaiian AL lsd,330,C,2010
1172.0,2010-11-16,THY Turkish AL,330,C,2010
1173.0,2010-11-10,Finnair,330,C,2010
1174.0,2010-11-19,Qantas lsd,330,C,2010
1177.0,2010-11-03,China AL lsd,330,C,2010
1178.0,2010-11-24,Hainan AL lsd,330,C,2010
1181.0,2010-11-08,Swiss Int'l AL,330,C,2010
1183.0,2010-11-22,MTAD,330,,2010
1184.0,2010-11-26,Garuda Indonesian AW lsd,330,C,2010
1186.0,2010-12-15,MTAD,330,,2010
1187.0,2010-12-21,Air China,330,C,2010
1188.0,2010-12-07,Swiss Int'l AL,330,C,2010
1189.0,2010-12-10,Saudi Arabian AL,330,C,2010
1190.0,2010-12-23,Hainan AL lsd,330,C,2010
1191.0,2011-01-17,South African AW,330,,2011
1192.0,2011-01-04,Saudi Arabian AL,330,C,2011
1193.0,2011-01-18,Edelweiss Air lsd,330,,2011
1195.0,2011-01-12,Virgin Atlantic AW,330,C,2011
1196.0,2011-01-28,Cathay Pacific,330,C,2011
1198.0,2011-02-03,Jetstar AW slsd,330,,2011
1199.0,2011-02-02,Air China,330,C,2011
1200.0,2011-01-25,Korean Air,330,C,2011
1201.0,2011-01-20,Virgin Atlantic AW lsd,330,C,2011
1202.0,2011-02-02,China Southern AL,330,C,2011
1203.0,2011-02-07,Korean Air,330,C,2011
1204.0,2011-01-21,THY Turkish AL,330,C,2011
1205.0,2011-05-06,Etihad AW,330,STD,2011
1206.0,2011-02-18,China AL lsd,330,,2011
1208.0,2011-02-14,Avianca lsd,330,,2011
1209.0,2011-02-23,Malaysian AS,330,C,2011
1210.0,2011-03-02,South African AW lsd,330,,2011
1211.0,2011-02-25,Asiana lsd,330,C,2011
1212.0,2011-03-04,THY Turkish AL,330,C,2011
1213.0,2011-03-10,TAM,330,,2011
1214.0,2011-03-18,Garuda Indonesian AW lsd,330,C,2011
1215.0,2011-03-17,China AL slsd,330,,2011
1216.0,2011-03-14,Air China,330,C,2011
1217.0,2011-03-23,Hawaiian AL,330,C,2011
1218.0,2011-03-29,Alitalia lsd,330,STD,2011
1219.0,2011-03-29,Malaysian AS,330,C,2011
1220.0,2011-04-04,China Southern AL,330,C,2011
1221.0,2011-04-18,TAM,330,,2011
1222.0,2011-04-19,Cathay Pacific,330,C,2011
1223.0,2011-04-01,South African AW lsd,330,,2011
1224.0,2011-04-27,Avianca lsd,330,,2011
1225.0,2011-04-18,Alitalia lsd,330,STD,2011
1226.0,2011-05-30,Etihad AW,330,STD,2011
1228.0,2011-04-12,THY Turkish AL,330,C,2011
1229.0,2011-05-26,Malaysian AS,330,C,2011
1230.0,2011-05-31,Egyptair,330,C,2011
1231.0,2011-05-06,Virgin Atlantic AW lsd,330,,2011
1232.0,2011-05-26,Aeroflot,330,,2011
1233.0,2011-05-13,China Southern AL,330,C,2011
1234.0,2011-05-23,Malaysian AS,330,C,2011
1235.0,2011-05-24,MTAD,330,,2011
1236.0,2011-06-08,South African AW lsd,330,,2011
1237.0,2011-06-20,Air China,330,C,2011
1238.0,2011-08-31,Egyptair,330,C,2011
1239.0,2011-06-08,Cathay Pacific AW,330,C,2011
1240.0,2011-07-11,Turkish Government,330,C,2011
1241.0,2011-06-30,Sichuan AL lsd,330,C,2011
1243.0,2011-07-20,Malaysian AS,330,C,2011
1244.0,2011-07-29,China Southern AL,330,C,2011
1245.0,2011-07-28,Etihad AW,330,STD,2011
1246.0,2011-09-08,Egyptair,330,C,2011
1247.0,2011-07-22,Aeroflot,330,,2011
1248.0,2011-08-11,MTAD,330,,2011
1249.0,2011-07-22,South African AW lsd,330,,2011
1250.0,2011-08-12,MTAD,330,,2011
1251.0,2011-09-05,Jetstar AW lsd,330,,2011
1252.0,2011-08-31,Alitalia lsd,330,,2011
1254.0,2011-09-22,EVA Air lsd,330,C,2011
1255.0,2011-08-29,Hainan AL lsd,330,C,2011
1256.0,2011-09-13,Vietnam AL lsd,330,,2011
1258.0,2011-10-20,Jetstar AW slsd,330,,2011
1259.0,2011-09-02,Hawaiian AL,330,C,2011
1260.0,2011-09-21,Air China lsd,330,C,2011
1261.0,2011-10-10,Garuda Indonesian AW lsd,330,,2011
1262.0,2011-10-19,China Eastern AL,330,C,2011
1263.0,2011-10-13,Thai AW Int,330,C,2011
1264.0,2011-09-28,Aeroflot lsd,330,,2011
1265.0,2011-10-20,Air Caraibes,330,,2011
1266.0,2011-10-07,Vietnam AL lsd,330,,2011
1267.0,2011-11-08,China Eastern AL,330,C,2011
1268.0,2011-10-27,EVA Air lsd,330,C,2011
1269.0,2011-11-03,Thai AW Int,330,C,2011
1270.0,2011-11-17,Aeroflot,330,,2011
1271.0,2011-11-16,South African AW lsd,330,,2011
1272.0,2011-11-25,China AL lsd,330,C,2011
1274.0,2011-11-03,EVA Air lsd,330,C,2011
1275.0,2011-11-18,MTAD,330,,2011
1276.0,2011-12-05,Swiss Int'l AL,330,C,2011
1277.0,2011-12-21,Hong Kong AL,330,,2011
1278.0,2011-12-20,China AL lsd,330,C,2011
1279.0,2011-12-06,Avianca lsd,330,,2011
1280.0,2011-12-19,China Eastern AL,330,C,2011
1281.0,2011-12-05,Malaysian AS,330,C,2011
1282.0,2011-12-19,Air China,330,C,2011
1283.0,2011-12-13,Alitalia lsd,330,,2011
1284.0,2012-01-11,Aeroflot,330,,2012
1285.0,2012-01-27,Cathay Pacific AW,330,C,2012
1286.0,2012-01-26,Hong Kong AL,330,,2012
1287.0,2012-02-02,KLM lsd,330,C,2012
1288.0,2012-02-02,Garuda Indonesian AW lsd,330,C,2012
1289.0,2012-02-03,Thai AW Int,330,,2012
1290.0,2012-02-01,Swiss Int'l AL,330,C,2012
1291.0,2012-01-24,China Eastern AL,330,,2012
1292.0,2012-02-09,Lufthansa,330,C,2012
1293.0,2012-02-28,Virgin Australia AL lsd,330,,2012
1294.0,2012-02-20,KLM lsd,330,C,2012
1295.0,2012-02-24,Hawaiian AL,330,C,2012
1296.0,2012-03-09,Virgin Atlantic AW,330,C,2012
1297.0,2012-02-17,China Southern AL,330,C,2012
1298.0,2012-02-28,THY Turkish AL,330,C,2012
1299.0,2012-03-06,Aeroflot,330,,2012
1300.0,2012-03-27,KLM lsd,330,C,2012
1301.0,2012-03-22,Aeroflot,330,,2012
1302.0,2012-04-06,Hawaiian AL,330,C,2012
1303.0,2012-03-29,China Eastern AL,330,,2012
1304.0,2012-04-04,Air China,330,C,2012
1305.0,2012-04-11,Lufthansa,330,C,2012
1306.0,2012-03-22,Virgin Australia AL lsd,330,,2012
1307.0,2012-04-06,THY Turkish AL,330,C,2012
1308.0,2012-04-11,Alitalia lsd,330,,2012
1309.0,2012-04-11,China Southern AL,330,C,2012
1310.0,2012-04-18,Hawaiian AL lsd,330,C,2012
1311.0,2012-04-16,THY Turkish AL,330,C,2012
1312.0,2012-05-07,MTAD,330,,2012
1313.0,2012-04-24,Alitalia lsd,330,STD,2012
1314.0,2012-05-04,Lufthansa,330,C,2012
1315.0,2012-05-09,Virgin Atlantic AW lsd,330,C,2012
1316.0,2012-05-30,Hawaiian AL lsd,330,C,2012
1317.0,2012-05-16,Cathay Pacific AL lsd,330,C,2012
1318.0,2012-05-10,Malaysian AS,330,C,2012
1319.0,2012-05-18,Virgin Australia AL lsd,330,STD,2012
1321.0,2012-06-06,Hong Kong Jet,330,,2012
1322.0,2012-06-14,Hong Kong AL,330,,2012
1323.0,2012-06-12,Aeroflot,330,,2012
1324.0,2012-06-05,China Eastern AL,330,C,2012
1325.0,2012-06-11,Hainan AL lsd,330,C,2012
1326.0,2012-06-11,Asiana AL lsd,330,C,2012
1327.0,2012-06-22,Alitalia lsd,330,,2012
1328.0,2012-06-22,Aeroflot,330,,2012
1329.0,2012-07-26,Virgin Atlantic AW,330,C,2012
1330.0,2012-06-27,Air China,330,C,2012
1331.0,2012-07-02,China Eastern AL,330,C,2012
1333.0,2012-07-17,Air China,330,C,2012
1334.0,2012-07-04,MTAD,330,,2012
1335.0,2012-07-26,China Southern AL,330,C,2012
1336.0,2012-07-10,Malaysian AS,330,C,2012
1337.0,2012-08-16,Malaysian AS,330,C,2012
1338.0,2012-07-19,Thai AW Int,330,C,2012
1339.0,2012-08-30,Iraqi AW,330,C,2012
1340.0,2012-07-24,Asiana AL lsd,330,C,2012
1341.0,2012-09-19,Virgin Atlantic AW,330,C,2012
1342.0,2012-08-31,Avianca lsd,330,C,2012
1343.0,2012-08-20,Cathay Pacific AW,330,C,2012
1345.0,2012-07-10,Aeroflot,330,,2012
1346.0,2012-09-20,China AL lsd,330,C,2012
1347.0,2012-08-06,Malaysian AS,330,C,2012
1348.0,2012-08-31,Thai AW Int,330,,2012
1349.0,2012-08-29,Cathay Pacific AW,330,C,2012
1351.0,2012-09-21,Jet AW lsd,330,,2012
1352.0,2012-09-26,Virgin Atlantic AW,330,C,2012
1353.0,2012-10-06,Air China,330,C,2012
1354.0,2012-10-04,Alitalia lsd,330,,2012
1355.0,2012-10-11,Swiss Int'l AL,330,,2012
1356.0,2012-10-08,Aeroflot,330,,2012
1357.0,2012-11-05,Transasia AW,330,,2012
1358.0,2012-10-10,Hong Kong AL,330,C,2012
1359.0,2012-10-24,Corsair lsd,330,C,2012
1360.0,2012-10-25,XL AW France lsd,330,,2012
1361.0,2012-11-09,Jet AW lsd,330,,2012
1362.0,2012-11-06,Cathay Pacific AW,330,C,2012
1363.0,2012-10-25,MTAD,330,,2012
1364.0,2012-11-15,Garuda Indonesian AW,330,,2012
1365.0,2012-10-26,Qantas lsd,330,C,2012
1366.0,2012-11-16,Cathay Pacific AW,330,C,2012
1367.0,2012-11-22,China AL lsd,330,C,2012
1369.0,2012-11-09,Hong Kong AL,330,,2012
1370.0,2012-12-07,Jet AW lsd,330,,2012
1371.0,2012-11-29,Aeroflot,330,,2012
1372.0,2012-11-24,China Eastern AL,330,C,2012
1373.0,2012-12-04,Air China,330,C,2012
1374.0,2012-11-22,Thai AW Int,330,STD,2012
1375.0,2012-12-13,China Eastern AL,330,C,2012
1376.0,2012-12-14,Corsair lsd,330,C,2012
1377.0,2013-01-11,Iberia,330,C,2013
1378.0,2013-01-08,Transasia AW,330,,2013
1379.0,2013-01-03,MTAD,330,C,2013
1381.0,2013-01-17,KLM,330,C,2013
1382.0,2013-01-30,Singapore AL lsd,330,,2013
1383.0,2012-12-19,Air China,330,C,2012
1384.0,2013-01-15,Hong Kong AL,330,C,2013
1385.0,2013-01-29,Iberia,330,C,2013
1387.0,2013-01-17,Cathay Pacific AW,330,C,2013
1388.0,2013-01-30,Malaysian AS,330,C,2013
1389.0,2013-01-18,Hawaiian AL lsd,330,C,2013
1390.0,2013-01-14,MTAD,330,,2013
1391.0,2013-02-13,Jet AW lsd,330,,2013
1392.0,2013-01-30,China Southern AL,330,C,2013
1393.0,2013-02-11,Korean Air,330,C,2013
1394.0,2013-02-19,Air Pacific,330,,2013
1395.0,2013-02-19,Malaysian AS,330,C,2013
1396.0,2013-02-21,Air China,330,C,2013
1397.0,2013-03-12,Sichuan AL lsd,330,C,2013
1398.0,2013-03-08,Hong Kong AL,330,C,2013
1399.0,2013-03-22,Hawaiian AL,330,C,2013
1400.0,2013-03-08,Avianca lsd,330,,2013
1401.0,2013-03-12,Singapore AL lsd,330,,2013
1402.0,2013-02-28,China Eastern AL,330,,2013
1403.0,2013-03-01,Swiss Int'l AL,330,C,2013
1404.0,2013-03-22,Hawaiian AL lsd,330,C,2013
1405.0,2013-04-02,Iberia,330,C,2013
1407.0,2013-03-21,Virgin Australia AL lsd,330,,2013
1408.0,2013-03-14,Thai AW Int,330,,2013
1409.0,2013-04-10,Cathay Pacific AW,330,C,2013
1410.0,2013-04-05,Garuda Indonesian AW,330,C,2013
1411.0,2013-03-28,AirAsia X,330,C,2013
1412.0,2013-04-23,Libyan AL,330,C,2013
1413.0,2013-04-23,Air China,330,C,2013
1415.0,2013-04-25,US AW,330,,2013
1416.0,2013-04-23,Air Pacific,330,,2013
1417.0,2013-04-16,US AW,330,,2013
1419.0,2013-04-29,MTAD,330,,2013
1420.0,2013-05-15,Cebu Pacific AL lsd,330,,2013
1421.0,2013-05-13,China Eastern AL,330,,2013
1422.0,2013-06-03,Hawaiian AL,330,C,2013
1423.0,2013-05-16,AirAsia X,330,C,2013
1424.0,2013-05-30,Libyan AL,330,W/O,2013
1425.0,2013-05-28,China Southern AL,330,C,2013
1426.0,2013-06-17,Iberia,330,C,2013
1427.0,2013-06-05,Singapore AL lsd,330,,2013
1429.0,2013-06-06,China Eastern AL,330,,2013
1430.0,2013-06-05,China Southern AL,330,C,2013
1431.0,2013-05-27,Malaysian AS,330,C,2013
1432.0,2013-07-02,Sichuan AL lsd,330,C,2013
1433.0,2013-06-17,AirAsia X,330,,2013
1434.0,2013-06-19,Air China,330,C,2013
1435.0,2013-06-24,Asiana AL lsd,330,C,2013
1436.0,2013-06-27,Cathay Pacific AW,330,C,2013
1437.0,2013-10-03,Iberia,330,C,2013
1438.0,2013-07-02,Hainan AL lsd,330,C,2013
1439.0,2013-06-28,MTAD,330,,2013
1440.0,2013-07-12,China Eastern AL,330,,2013
1441.0,2013-07-18,US AW,330,,2013
1443.0,2013-07-24,Cathay Pacific AW,330,C,2013
1444.0,2013-07-23,Air China,330,C,2013
1445.0,2013-07-30,Cebu Pacific AL lsd,330,,2013
1446.0,2013-08-28,Garuda Indonesian AW,330,C,2013
1447.0,2013-07-16,Singapore AL lsd,330,,2013
1449.0,2013-08-29,Philippine AL,330,C,2013
1450.0,2013-09-10,China AL lsd,330,C,2013
1451.0,2013-08-23,Air Namibia lsd,330,,2013
1452.0,2013-08-22,Virgin Australia AL lsd,330,,2013
1453.0,2013-09-04,Singapore AL lsd,330,,2013
1454.0,2013-09-26,Saudi Arabian AL,330,C,2013
1455.0,2013-08-13,US AW,330,,2013
1456.0,2013-09-02,Philippine AL,330,C,2013
1457.0,2013-09-27,Dragonair lsd,330,,2013
1458.0,2013-10-21,THY Turkish AL,330,C,2013
1459.0,2013-09-27,Air China,330,C,2013
1460.0,2013-09-19,Philippine AL,330,C,2013
1461.0,2013-09-13,China Eastern AL,330,C,2013
1462.0,2013-10-10,Saudi Arabian AL,330,C,2013
1463.0,2013-10-01,Philippine AL,330,C,2013
1464.0,2013-10-22,Asiana AL lsd,330,C,2013
1465.0,2013-10-09,Fiji AW,330,C,2013
1466.0,2013-10-14,Air Namibia lsd,330,,2013
1467.0,2013-10-03,Philippine AL,330,,2013
1468.0,2013-11-21,China Eastern AL,330,C,2013
1469.0,2013-10-22,Hawaiian AL,330,C,2013
1470.0,2013-10-30,Malaysian AS,330,C,2013
1471.0,2013-10-31,Air China lsd,330,C,2013
1472.0,2013-11-21,Afriqiyah AW,330,STD,2013
1473.0,2013-10-24,Saudi Arabian AL,330,C,2013
1474.0,2013-11-28,Garuda Indonesian AW,330,C,2013
1475.0,2013-11-15,Philippine AL,330,,2013
1476.0,2013-11-07,THY Turkish AL,330,C,2013
1477.0,2013-11-21,Singapore AL lsd,330,,2013
1478.0,2013-11-08,MTAD,330,,2013
1479.0,2013-11-18,China Eastern AL,330,C,2013
1480.0,2013-11-26,American AL,330,STD,2013
1481.0,2013-11-13,AirAsia X,330,STD,2013
1482.0,2013-11-22,Philippine AL,330,,2013
1483.0,2013-12-16,Skymark AL lsd,330,,2013
1484.0,2013-12-20,China Eastern AL,330,C,2013
1485.0,2014-01-07,Singapore AL lsd,330,,2014
1486.0,2013-12-19,Etihad AW,330,,2013
1487.0,2013-12-13,THY Turkish AL,330,C,2013
1488.0,2014-01-08,Hawaiian AL,330,C,2014
1489.0,2014-01-10,Malaysian AS,330,C,2014
1490.0,2013-12-06,Iberia,330,C,2013
1491.0,2014-01-22,Skymark AL lsd,330,,2014
1492.0,2014-04-14,Avianca lsd,330,,2014
1493.0,2014-01-28,Air China,330,C,2014
1494.0,2013-12-19,China Southern AL,330,C,2013
1495.0,2014-01-30,Cebu Pacific AL lsd,330,,2014
1496.0,2014-01-15,Hawaiian AL,330,C,2014
1497.0,2014-02-12,Lufthansa,330,C,2014
1498.0,2014-01-29,MTAD,330,,2014
1499.0,2014-04-08,Afriqiyah AW,330,,2014
1500.0,2014-01-27,China Eastern AL,330,C,2014
1501.0,2014-02-12,THY Turkish AL,330,C,2014
1502.0,2014-01-31,American AL,330,STD,2014
1503.0,2014-02-25,Cathay Pacific AW,330,,2014
1504.0,2014-02-11,Philippine AL,330,C,2014
1505.0,2014-04-08,Libyan AL,330,C,2014
1507.0,2014-02-21,Iberia,330,C,2014
1508.0,2014-03-14,Avianca slsd,330,,2014
1509.0,2013-02-19,Air China,330,C,2013
1510.0,2014-03-27,Philippine AL lsd,330,STD,2014
1511.0,2014-03-04,Hawaiian AL,330,C,2014
1512.0,2014-03-10,American AL,330,STD,2014
1513.0,2014-03-06,Saudi Arabian AL,330,C,2014
1514.0,2014-03-11,THY Turkish AL,330,C,2014
1515.0,2014-03-20,Iberia,330,C,2014
1516.0,2014-03-20,MTAD,330,,2014
1517.0,2014-04-03,Singapore AL lsd,330,,2014
1518.0,2014-03-28,Asiana AL lsd,330,C,2014
1519.0,2014-03-14,China Southern AL,330,C,2014
1520.0,2014-03-31,China Eastern AL,330,C,2014
1521.0,2014-04-23,Etihad AW,330,,2014
1522.0,2014-04-29,THY Turkish AL,330,STD,2014
1523.0,2014-05-19,Cathay Pacific AW,330,,2014
1525.0,2014-04-09,Air China,330,C,2014
1526.0,2014-04-25,American AL,330,STD,2014
1527.0,2014-04-18,Cebu Pacific AL lsd,330,C,2014
1528.0,2014-05-05,Sichuan AL lsd,330,C,2014
1529.0,2014-06-10,THY Turkish AL,330,C,2014
1530.0,2014-05-26,Hawaiian AL,330,C,2014
1531.0,2014-05-05,Philippine AL lsd,330,,2014
1532.0,2014-05-16,Hainan AL lsd,330,C,2014
1533.0,2014-05-06,AirAsia X,330,,2014
1535.0,2014-06-25,Afriqiyah AW,330,,2014
1536.0,2014-06-10,China Southern AL,330,C,2014
1537.0,2014-05-30,China Eastern AL,330,C,2014
1538.0,2014-06-02,Air China,330,C,2014
1539.0,2014-05-16,China AL lsd,330,C,2014
1540.0,2014-06-02,Avianca lsd,330,,2014
1541.0,2014-05-20,Air China,330,C,2014
1542.0,2014-06-06,Skymark AL lsd,330,,2014
1543.0,2014-06-12,Libyan AL,330,C,2014
1544.0,2014-07-08,Singapore AL lsd,330,,2014
1545.0,2014-06-25,Cathay Pacific AW,330,,2014
1546.0,2014-06-12,Philippine AL,330,C,2014
1547.0,2014-06-13,China Eastern AL,330,C,2014
1548.0,2014-06-23,Garuda Indonesian AW,330,C,2014
1549.0,2014-07-23,AirAsia X,330,,2014
1551.0,2014-07-10,China Eastern AL,330,C,2014
